,RT_war,prop_war_RTs,frequency_weeks,nb_mentors_prorussia,nb_mentors_proukraine,Betweenness_centrality,Closeness_centrality,PageRank
S995U,28,0.0435458786936236,0.4074074074074074,0.0,5.0,0.0,0.368135838150289,0.000275501551451
S919U,28,0.0272904483430799,0.5555555555555556,0.0,5.0,0.004205461062382,0.3670749279538905,0.000281136949455
S944U,28,0.0095759233926128,0.3333333333333333,0.0,4.0,0.0005433366760202,0.3613475177304964,0.0002795144621634
S883U,27,0.0241718889883616,0.4444444444444444,0.0,4.0,0.0,0.3414879356568364,0.0002745575987086
S920U,27,0.0653753026634382,0.4814814814814814,0.0,4.0,0.0,0.3649713467048711,0.0002743610323159
S821U,27,0.0121402877697841,0.3703703703703703,0.0,4.0,0.0009593152971917,0.3673395818312905,0.0002756666044811
S835U,27,0.0578158458244111,0.4814814814814814,0.0,4.0,0.0,0.3649713467048711,0.0002749220362241
S988U,26,0.006938884440886,0.5185185185185185,0.0,7.0,0.0,0.3705454545454545,0.0002697789340879
S984U,26,0.0433333333333333,0.4444444444444444,0.0,3.0,0.0,0.3610914245216158,0.0002702406391161
S800U,25,0.1322751322751322,0.4074074074074074,0.0,1.0,0.0,0.3072979493365501,0.0002671675258509
S844U,25,0.0252270433905146,0.3703703703703703,0.0,3.0,0.0,0.3585503166783955,0.0002655702485743
S864U,24,0.2666666666666666,0.4814814814814814,0.0,3.0,0.0016482037505025,0.3585503166783955,0.0002619837440075
S649U,24,0.0429338103756708,0.4814814814814814,0.0,4.0,0.0,0.3358602504943968,0.0002623516555719
S767U,24,0.0201342281879194,0.5555555555555556,0.0,4.0,0.0,0.3649713467048711,0.0002621138495901
S836U,24,0.1212121212121212,0.1851851851851851,0.0,3.0,0.0,0.3628917378917379,0.0002617526851005
S985U,24,0.0099875156054931,0.2962962962962963,0.0,1.0,0.0,0.3184375,0.0002623254762893
S910U,21,0.1603053435114503,0.4074074074074074,0.0,2.0,0.0,0.3297734627831715,0.0002479202864834
S931U,15,0.0071360608943862,0.3333333333333333,0.0,3.0,0.0008059345707687,0.3356389986824769,0.0002192107264245
S888U,15,0.0098231827111984,0.3333333333333333,1.0,3.0,0.0064248413504594,0.4388458225667528,0.000217317409837
